,AVERAGE_SPEED_DIFF,AVERAGE_FREE_FLOW_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_FLOW_TIME,LUMINOSITY,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,AVERAGE_CLOUDINESS,HOUR,DAY,MONTH,YEAR
5182,1,34.8,8.8,86.8,2,32.0,1017.0,49.0,2.0,1.0,12,4,8,2018
5183,2,34.7,28.8,90.1,2,16.0,1025.0,87.0,3.0,3.0,14,2,11,2018
5186,1,41.2,3.3,84.3,1,0.0,1029.0,100.0,2.0,1.0,8,3,2,2019
5190,3,42.8,119.9,85.7,2,20.0,1017.0,82.0,3.0,4.0,12,16,8,2018
5192,0,39.0,0.0,70.6,0,11.0,1013.0,93.0,2.0,2.0,5,19,4,2019
5194,3,38.2,160.7,74.1,2,22.0,1009.0,56.0,5.0,6.0,16,21,4,2019
5195,1,40.8,6.1,79.4,0,18.0,1020.0,93.0,3.0,4.0,0,10,8,2019
5196,1,49.2,4.5,62.8,0,13.0,1019.0,100.0,2.0,3.0,3,23,5,2019
5197,2,43.8,31.3,88.5,1,20.0,1016.0,82.0,1.0,5.0,19,6,8,2018
5198,2,37.9,17.3,89.8,2,14.0,1022.0,71.0,7.0,4.0,13,9,2,2019
5199,3,37.1,27.1,89.6,0,13.0,1028.0,93.0,0.0,4.0,20,1,3,2019
5200,0,43.8,0.0,92.0,0,18.0,1015.0,100.0,11.0,6.0,23,15,7,2019
5201,2,36.1,34.3,83.1,2,29.0,1017.0,83.0,3.0,6.0,14,23,8,2019
5205,1,45.5,4.3,66.2,0,13.0,1009.0,71.0,12.0,4.0,21,25,11,2018
5214,0,42.2,1.6,79.5,0,13.0,1021.0,100.0,1.0,4.0,5,25,9,2019
5217,4,44.1,66.1,72.1,2,12.0,1020.0,93.0,5.0,4.0,9,26,11,2018
5219,0,39.8,2.4,85.6,0,19.0,1014.0,88.0,1.0,1.0,23,6,9,2018
5222,0,41.5,0.0,75.6,0,10.0,1012.0,62.0,1.0,2.0,5,31,3,2019
5223,0,44.0,0.9,85.5,0,14.0,1013.0,62.0,2.0,1.0,1,9,10,2018
5226,2,38.2,11.1,73.6,2,14.0,1001.0,82.0,2.0,3.0,13,20,11,2018
5227,2,41.6,22.2,79.5,2,16.0,1011.0,93.0,5.0,4.0,16,10,11,2018
5228,2,37.6,22.1,84.9,2,20.0,1019.0,64.0,5.0,5.0,13,6,10,2018
5229,2,30.9,23.0,96.3,0,9.0,1029.0,66.0,2.0,1.0,19,3,2,2019
5230,1,34.1,7.9,87.8,0,18.0,1016.0,93.0,1.0,6.0,22,6,7,2019
5231,0,43.5,0.0,76.2,0,15.0,1019.0,93.0,2.0,6.0,22,22,9,2019
5232,1,43.3,14.9,79.4,2,14.0,1020.0,100.0,3.0,6.0,7,11,8,2019
5233,4,47.0,81.6,77.8,2,13.0,1015.0,72.0,3.0,5.0,8,15,11,2018
5236,1,41.9,3.9,84.5,0,14.0,1017.0,76.0,1.0,1.0,20,7,10,2018
5237,0,41.1,0.0,86.7,0,7.0,1030.0,87.0,0.0,1.0,0,12,2,2019
5238,0,39.5,0.0,88.4,0,12.0,1023.0,51.0,4.0,1.0,22,14,2,2019
5239,2,32.1,26.9,83.4,2,15.0,1002.0,82.0,2.0,5.0,16,19,11,2018
5240,2,43.3,27.5,87.9,2,14.0,1016.0,50.0,9.0,5.0,11,27,10,2018
5241,0,34.4,2.6,87.0,0,7.0,1023.0,87.0,1.0,5.0,1,21,2,2019
5242,1,42.6,2.4,87.0,2,16.0,1015.0,93.0,1.0,4.0,8,8,8,2018
5243,3,40.6,18.5,89.2,2,20.0,1013.0,73.0,1.0,1.0,8,2,8,2018
5244,2,37.1,34.0,87.2,0,15.0,1027.0,82.0,3.0,4.0,17,5,12,2018
5245,2,44.1,22.9,84.5,2,21.0,1022.0,68.0,2.0,4.0,13,26,9,2019
5247,0,45.2,7.7,78.1,0,19.0,1017.0,93.0,1.0,3.0,21,30,9,2019
5249,0,44.1,0.0,84.5,0,22.0,1016.0,83.0,1.0,1.0,1,4,8,2018
5251,0,43.3,1.1,85.7,0,12.0,1011.0,62.0,2.0,1.0,5,9,10,2018
5253,1,35.5,8.1,73.9,0,18.0,1013.0,82.0,9.0,6.0,21,20,4,2019
5257,2,36.5,32.6,74.8,0,8.0,1018.0,93.0,3.0,4.0,20,18,1,2019
5258,2,37.1,26.0,85.0,2,13.0,1023.0,66.0,5.0,3.0,14,27,1,2019
5261,2,34.6,31.7,94.3,2,12.0,1020.0,66.0,3.0,1.0,15,19,2,2019
5267,2,33.6,36.9,84.5,2,18.0,1024.0,42.0,2.0,1.0,16,10,12,2018
5268,0,42.2,1.2,84.7,2,17.0,1015.0,82.0,1.0,1.0,9,26,8,2018
5269,3,37.4,83.9,88.2,1,15.0,1025.0,93.0,3.0,5.0,17,2,11,2018
5271,1,43.3,8.1,75.7,0,17.0,1015.0,93.0,2.0,4.0,6,27,8,2019
5274,3,37.0,60.5,90.6,2,20.0,1016.0,88.0,3.0,5.0,14,22,8,2018
5275,2,34.2,34.5,96.5,2,19.0,1027.0,40.0,2.0,1.0,17,25,2,2019
5277,0,43.5,0.0,87.9,0,15.0,1020.0,42.0,5.0,1.0,5,2,10,2018
5279,3,37.8,166.3,78.2,0,12.0,1032.0,87.0,1.0,1.0,18,8,12,2018
5280,1,38.2,8.1,88.4,0,27.0,1012.0,37.0,3.0,1.0,20,1,9,2018
5281,3,38.2,58.1,88.4,2,17.0,1007.0,93.0,4.0,3.0,17,15,10,2018
5287,1,37.3,16.8,90.8,2,19.0,1013.0,88.0,1.0,1.0,9,27,8,2018
5288,3,43.3,44.6,85.7,2,26.0,1020.0,25.0,3.0,1.0,17,3,10,2018
5289,0,41.9,0.0,84.5,0,18.0,1005.0,82.0,7.0,4.0,21,10,10,2018
5290,0,41.8,0.0,77.1,0,13.0,1017.0,93.0,6.0,4.0,6,24,1,2019
5291,0,40.8,2.8,76.8,0,14.0,1020.0,93.0,3.0,6.0,0,23,9,2019
5292,2,40.8,19.3,73.6,2,17.0,1016.0,72.0,4.0,5.0,11,15,11,2018
5293,1,40.5,1.0,88.0,2,16.0,1020.0,87.0,3.0,1.0,7,9,8,2018
5294,1,37.4,15.2,89.3,2,21.0,1015.0,77.0,3.0,5.0,13,5,9,2018
5298,1,32.9,7.7,71.7,0,15.0,1019.0,93.0,2.0,4.0,20,10,5,2019
5299,1,34.6,9.7,92.4,2,27.0,1015.0,69.0,1.0,1.0,18,5,8,2018
5302,3,38.2,75.7,86.3,2,6.0,1022.0,81.0,3.0,1.0,10,20,2,2019
5305,2,44.3,13.7,68.2,0,10.0,1010.0,87.0,7.0,5.0,2,22,11,2018
5309,0,44.0,1.9,81.4,0,16.0,1014.0,82.0,3.0,1.0,0,19,10,2018
5310,0,38.3,0.0,63.9,0,13.0,1016.0,76.0,6.0,3.0,22,16,5,2019
5312,1,44.0,9.3,79.3,2,22.0,1015.0,60.0,3.0,1.0,14,15,11,2018
5313,1,38.6,15.8,84.0,2,15.0,1023.0,59.0,4.0,1.0,12,11,12,2018
5314,0,39.3,0.0,88.7,2,9.0,1020.0,87.0,2.0,4.0,8,17,2,2019
5315,0,42.8,4.2,81.3,0,16.0,1011.0,93.0,7.0,6.0,23,10,11,2018
5317,0,37.3,1.1,78.4,0,18.0,1016.0,100.0,2.0,6.0,0,14,7,2019
5318,1,39.8,10.8,91.2,2,19.0,1017.0,52.0,5.0,1.0,8,20,10,2018
5319,3,41.9,44.0,86.6,2,26.0,1019.0,45.0,5.0,1.0,16,24,9,2018
5320,3,36.7,72.4,94.7,0,13.0,1025.0,71.0,4.0,5.0,18,10,2,2019
5323,3,34.1,121.8,75.8,2,17.0,1018.0,55.0,7.0,3.0,10,11,6,2019
5325,2,38.1,26.8,91.1,2,20.0,1019.0,88.0,2.0,6.0,19,9,8,2019
5326,3,42.9,25.4,86.5,0,18.0,1022.0,88.0,2.0,1.0,20,22,9,2018
5327,2,40.2,35.5,88.8,1,17.0,1027.0,67.0,2.0,1.0,18,25,2,2019
5328,0,37.2,1.7,62.5,0,12.0,1017.0,82.0,1.0,3.0,23,5,6,2019
5330,2,42.8,13.6,81.6,2,8.0,1019.0,70.0,4.0,5.0,11,2,2,2019
5331,2,43.8,45.8,86.3,2,21.0,1017.0,73.0,2.0,6.0,12,6,8,2018
5332,3,39.8,40.4,82.8,2,24.0,1018.0,77.0,5.0,6.0,16,24,8,2019
5333,3,34.3,88.4,92.7,0,10.0,1022.0,66.0,6.0,3.0,18,2,2,2019
5335,3,40.1,52.5,87.5,2,24.0,1016.0,83.0,4.0,4.0,16,14,7,2019
5336,1,37.5,7.7,85.7,0,19.0,1020.0,77.0,1.0,1.0,22,11,9,2018
5337,2,40.3,23.3,75.5,2,21.0,1019.0,82.0,6.0,6.0,14,30,6,2019
5342,2,35.0,33.7,79.4,2,14.0,1031.0,87.0,2.0,6.0,13,7,12,2018
5344,3,44.9,34.6,77.4,0,13.0,1003.0,93.0,0.0,5.0,18,19,11,2018
5345,3,40.3,90.4,85.7,0,14.0,1021.0,82.0,2.0,4.0,17,3,11,2018
5347,0,42.0,0.0,87.8,0,16.0,1022.0,93.0,0.0,1.0,2,24,9,2018
5349,1,44.6,1.3,83.5,0,16.0,1013.0,93.0,3.0,6.0,3,4,7,2019
5350,0,41.8,0.0,80.5,0,18.0,1014.0,100.0,3.0,4.0,1,25,7,2019
5352,3,46.9,33.7,87.4,2,22.0,1020.0,53.0,3.0,1.0,17,22,10,2018
5353,0,39.9,0.0,79.1,2,17.0,1001.0,77.0,2.0,3.0,13,18,11,2018
5354,0,41.8,0.0,73.8,0,8.0,1021.0,100.0,0.0,6.0,4,11,4,2019
5355,2,37.4,32.1,92.8,2,30.0,1014.0,48.0,4.0,1.0,15,2,8,2018
5356,1,46.2,1.2,81.4,0,4.0,1029.0,93.0,1.0,1.0,4,5,2,2019
5357,1,40.8,13.0,84.9,2,22.0,1013.0,77.0,2.0,4.0,13,4,9,2018
5358,4,44.0,118.5,62.1,2,17.0,1020.0,93.0,7.0,4.0,8,1,7,2019
5359,1,36.2,7.1,88.5,0,13.0,1027.0,76.0,0.0,1.0,22,25,2,2019
5360,3,34.7,75.2,81.6,2,18.0,1015.0,93.0,3.0,4.0,16,14,4,2019
5361,3,41.2,38.0,76.1,2,17.0,1019.0,67.0,3.0,6.0,17,6,5,2019
5362,1,34.6,13.0,75.3,2,17.0,1016.0,77.0,3.0,6.0,12,20,5,2019
5364,1,41.4,9.7,85.1,2,17.0,1017.0,82.0,4.0,4.0,12,17,10,2018
5365,4,38.8,96.9,75.1,2,19.0,1007.0,56.0,5.0,1.0,16,17,11,2018
5367,2,37.2,17.3,83.7,2,23.0,1020.0,57.0,3.0,1.0,14,11,8,2018
5370,3,37.5,59.6,80.8,2,32.0,1016.0,48.0,3.0,6.0,16,22,8,2019
5371,3,44.6,45.2,86.5,2,23.0,1017.0,43.0,2.0,1.0,16,4,10,2018
5372,3,41.3,30.5,85.0,2,19.0,1019.0,93.0,3.0,4.0,8,31,7,2018
5374,2,40.7,12.5,77.1,0,12.0,1020.0,100.0,0.0,6.0,6,26,9,2019
5375,0,41.6,0.0,87.1,0,3.0,1021.0,100.0,0.0,1.0,5,19,2,2019
5376,2,31.7,25.6,102.7,2,12.0,1026.0,47.0,1.0,1.0,11,15,2,2019
5377,1,40.9,8.4,73.7,2,20.0,1016.0,93.0,3.0,6.0,19,14,7,2019
5379,0,48.0,0.0,86.5,2,7.0,1011.0,75.0,6.0,1.0,8,28,10,2018
5380,3,46.9,39.4,65.5,2,10.0,1011.0,100.0,4.0,3.0,7,18,4,2019
5381,4,41.3,106.4,71.9,2,17.0,1022.0,63.0,3.0,3.0,16,7,6,2019
5382,2,34.2,19.6,92.5,2,27.0,1013.0,42.0,2.0,1.0,18,21,8,2018
5384,2,40.0,34.2,84.5,2,21.0,1017.0,64.0,3.0,1.0,18,30,8,2018
5385,3,49.8,74.7,87.9,0,17.0,1008.0,93.0,2.0,4.0,18,15,10,2018
5390,1,34.5,8.8,89.7,0,11.0,1021.0,81.0,0.0,1.0,20,16,2,2019
5391,3,37.5,100.2,84.3,0,14.0,1026.0,93.0,2.0,5.0,18,2,11,2018
5394,0,40.0,0.0,88.8,0,15.0,1018.0,93.0,0.0,1.0,0,25,8,2018
5395,0,40.8,2.7,82.6,0,15.0,1017.0,72.0,1.0,1.0,19,7,10,2018
5396,0,43.3,1.9,79.5,1,13.0,1024.0,100.0,1.0,4.0,7,3,11,2018
5399,1,45.3,6.1,72.4,0,18.0,1018.0,100.0,2.0,4.0,23,27,8,2019
5403,1,42.5,11.6,89.6,0,19.0,1015.0,100.0,2.0,4.0,2,18,8,2019
5404,3,35.4,67.0,78.1,2,15.0,1001.0,82.0,4.0,4.0,15,22,4,2019
5405,0,39.2,0.0,92.0,0,10.0,1018.0,93.0,4.0,4.0,3,5,3,2019
5406,1,45.0,1.1,88.7,0,14.0,1011.0,93.0,3.0,3.0,2,18,10,2018
5408,0,36.2,3.8,87.2,2,15.0,1021.0,58.0,3.0,1.0,13,26,1,2019
5409,1,34.5,14.7,76.2,2,17.0,1026.0,37.0,3.0,1.0,13,10,12,2018
5410,0,43.3,0.0,70.9,0,16.0,1019.0,93.0,1.0,4.0,1,3,6,2019
5411,4,42.0,77.4,70.2,2,10.0,1017.0,100.0,1.0,4.0,8,2,4,2019
5416,0,39.1,5.0,90.8,2,7.0,1023.0,58.0,4.0,1.0,8,16,2,2019
5418,2,37.1,35.5,90.1,2,24.0,1021.0,36.0,5.0,1.0,11,1,10,2018
5421,0,42.9,1.1,87.9,0,11.0,1017.0,58.0,4.0,1.0,2,8,10,2018
5423,1,43.1,9.1,87.3,0,15.0,1016.0,93.0,0.0,3.0,23,29,9,2018
5424,1,41.2,2.4,83.8,0,18.0,1016.0,93.0,2.0,6.0,23,8,7,2019
5428,3,41.1,82.8,71.7,2,15.0,1015.0,77.0,7.0,4.0,17,16,5,2019
5433,1,38.6,12.5,97.7,2,12.0,1024.0,66.0,4.0,3.0,12,27,1,2019
5436,1,36.9,8.1,65.1,0,13.0,1017.0,67.0,8.0,4.0,3,29,11,2018
5437,1,41.3,4.7,82.6,0,16.0,1013.0,82.0,3.0,1.0,22,18,10,2018
5438,0,46.3,0.7,87.9,2,12.0,1015.0,93.0,0.0,1.0,7,26,8,2018
5439,0,41.1,0.0,89.7,0,22.0,1012.0,60.0,1.0,1.0,1,2,9,2018
5441,4,43.2,124.1,82.3,2,21.0,1022.0,64.0,8.0,5.0,15,9,8,2018
5442,1,41.1,7.5,83.3,0,20.0,1016.0,94.0,0.0,5.0,0,5,8,2018
5443,0,38.6,3.2,82.6,2,16.0,1023.0,87.0,7.0,4.0,14,2,12,2018
5445,1,36.5,4.8,70.5,0,12.0,1030.0,93.0,1.0,4.0,1,7,12,2018
5446,3,35.8,132.6,76.0,2,15.0,1015.0,87.0,3.0,4.0,10,10,5,2019
5449,2,38.5,18.8,91.1,1,18.0,1020.0,82.0,1.0,1.0,19,12,9,2018
5450,3,35.0,39.0,85.1,2,26.0,1014.0,64.0,2.0,3.0,15,26,8,2019
5451,0,41.9,0.0,75.8,0,10.0,1016.0,76.0,4.0,2.0,1,3,4,2019
5454,0,42.8,1.2,85.7,0,15.0,1025.0,59.0,3.0,1.0,0,24,10,2018
5456,2,38.4,21.2,87.0,2,14.0,1020.0,67.0,3.0,1.0,14,26,1,2019
5459,0,41.4,0.0,75.1,0,16.0,1018.0,55.0,1.0,2.0,3,20,4,2019
5462,3,39.8,94.7,72.8,2,14.0,1016.0,67.0,4.0,1.0,10,16,11,2018
5467,2,42.5,58.1,87.6,2,20.0,1018.0,88.0,3.0,4.0,14,12,8,2018
5468,0,42.1,0.7,73.1,0,18.0,1020.0,93.0,1.0,6.0,21,29,9,2019
5470,1,37.3,17.3,93.8,0,10.0,1029.0,71.0,3.0,1.0,6,23,2,2019
5471,0,41.9,4.0,79.3,0,17.0,1016.0,100.0,1.0,3.0,0,9,7,2019
5472,2,38.1,21.9,92.0,2,19.0,1015.0,88.0,2.0,3.0,10,5,9,2018
5473,0,38.6,1.0,69.6,2,8.0,1011.0,93.0,1.0,5.0,8,25,11,2018
5477,2,38.8,32.5,84.7,0,17.0,1014.0,93.0,0.0,6.0,22,23,6,2019
5479,0,39.1,0.0,92.7,0,12.0,1028.0,76.0,1.0,1.0,3,23,2,2019
5480,2,38.6,23.7,80.8,0,10.0,1020.0,87.0,3.0,1.0,19,26,1,2019
5485,2,41.4,50.4,87.3,2,19.0,1020.0,82.0,2.0,5.0,17,9,9,2018
5487,0,35.3,2.7,61.1,0,15.0,1017.0,100.0,2.0,4.0,0,22,6,2019
5489,1,47.7,1.3,72.8,0,12.0,1005.0,93.0,3.0,4.0,1,21,11,2018
5494,3,41.7,57.4,85.8,2,7.0,1029.0,62.0,6.0,1.0,10,13,2,2019
5495,3,40.7,39.9,94.7,0,7.0,1012.0,79.0,0.0,3.0,18,4,2,2019
5496,0,44.3,4.5,87.8,0,15.0,1015.0,100.0,0.0,1.0,4,8,8,2018
5497,2,43.7,43.5,88.3,2,19.0,1016.0,77.0,3.0,1.0,11,15,8,2018
5500,0,40.0,0.0,79.6,0,7.0,1023.0,93.0,3.0,1.0,5,27,11,2018
5501,0,44.0,0.0,85.5,2,33.0,1014.0,23.0,5.0,1.0,13,1,9,2018
5502,0,43.0,0.0,71.5,0,10.0,1014.0,82.0,4.0,3.0,5,6,6,2019
5503,1,37.2,6.0,66.7,0,13.0,1015.0,93.0,1.0,6.0,23,18,4,2019
5505,1,41.2,5.4,88.0,0,24.0,1016.0,73.0,3.0,1.0,20,3,8,2018
5507,1,40.3,17.2,78.9,2,13.0,1010.0,62.0,3.0,5.0,13,29,10,2018
5509,2,41.3,12.7,84.9,0,20.0,1019.0,52.0,2.0,1.0,19,1,10,2018
5510,0,45.4,5.5,80.7,0,11.0,1023.0,76.0,3.0,1.0,22,13,11,2018
5511,0,41.2,1.2,80.9,0,10.0,1010.0,100.0,2.0,5.0,23,11,11,2018
5513,3,42.1,33.5,76.1,0,12.0,1023.0,87.0,4.0,5.0,18,28,1,2019
5514,4,43.2,107.3,70.5,2,17.0,1022.0,63.0,3.0,3.0,17,7,6,2019
5515,1,40.9,24.1,87.0,2,16.0,1014.0,77.0,4.0,3.0,14,14,10,2018
5516,2,42.1,21.5,83.9,2,13.0,1017.0,54.0,7.0,1.0,10,27,10,2018
5518,4,45.5,55.1,68.1,1,12.0,1017.0,93.0,7.0,4.0,8,23,1,2019
5520,2,42.8,6.0,71.3,1,14.0,1016.0,93.0,5.0,4.0,6,7,5,2019
5521,3,41.7,110.9,87.4,2,20.0,1022.0,64.0,8.0,1.0,16,9,8,2018
5522,0,46.4,0.0,87.3,0,13.0,1014.0,82.0,4.0,1.0,0,27,10,2018
5523,0,44.0,0.0,87.4,2,11.0,1017.0,100.0,1.0,1.0,7,25,8,2018
5524,3,36.2,62.0,87.2,2,24.0,1017.0,83.0,4.0,6.0,17,27,8,2019
5525,0,46.2,0.0,82.8,0,14.0,1017.0,93.0,0.0,4.0,2,28,7,2018
5528,2,40.3,16.3,88.9,2,22.0,1017.0,73.0,3.0,5.0,14,28,7,2018
5529,0,44.8,0.0,83.5,0,19.0,1018.0,82.0,2.0,6.0,5,30,7,2018
5531,4,44.5,74.1,85.0,2,10.0,1003.0,93.0,3.0,3.0,9,31,10,2018
5532,0,37.1,0.0,91.4,0,6.0,1013.0,100.0,1.0,3.0,3,1,11,2018
5533,0,46.1,0.0,79.4,0,12.0,1021.0,66.0,4.0,1.0,2,7,10,2018
5535,0,42.4,1.5,81.2,0,19.0,1018.0,60.0,1.0,1.0,22,25,9,2018
5536,1,38.1,12.9,89.9,2,21.0,1013.0,64.0,2.0,1.0,13,27,8,2018
5537,1,40.4,22.3,85.8,2,18.0,1019.0,72.0,2.0,1.0,11,30,8,2018
5538,2,39.6,19.5,88.3,2,19.0,1015.0,82.0,3.0,1.0,17,29,9,2018
5539,0,37.6,0.0,74.9,0,8.0,1025.0,93.0,3.0,3.0,0,1,12,2018
5540,0,38.7,3.0,71.2,0,16.0,1013.0,45.0,2.0,2.0,3,21,4,2019
5541,0,47.6,0.0,87.8,1,18.0,1018.0,68.0,3.0,1.0,7,21,10,2018
5543,3,43.7,34.5,75.3,0,14.0,1013.0,77.0,3.0,1.0,20,16,11,2018
5544,2,32.2,26.6,76.6,2,14.0,1001.0,82.0,2.0,3.0,12,20,11,2018
5545,2,34.2,19.5,92.3,2,32.0,1013.0,41.0,4.0,1.0,16,2,8,2018
5547,0,46.8,0.0,83.6,0,18.0,1013.0,77.0,0.0,5.0,6,8,9,2018
5548,0,41.7,4.5,91.7,0,15.0,1022.0,39.0,7.0,1.0,5,23,10,2018
5549,0,39.1,0.0,89.2,0,9.0,1030.0,81.0,1.0,1.0,21,11,2,2019
5550,2,34.5,15.9,86.8,2,19.0,1021.0,82.0,3.0,5.0,10,29,8,2018
5553,3,41.7,61.8,81.6,2,20.0,1021.0,72.0,2.0,3.0,16,25,9,2019
5556,2,46.6,12.5,76.0,0,13.0,1019.0,93.0,2.0,6.0,6,23,9,2019
5557,0,42.3,0.0,74.6,0,6.0,1020.0,93.0,2.0,1.0,3,26,1,2019
5558,2,32.4,21.6,83.9,2,13.0,1026.0,82.0,6.0,5.0,11,5,12,2018
5563,1,43.0,17.9,88.8,2,24.0,1014.0,42.0,3.0,1.0,12,7,9,2018
5564,4,42.8,127.5,82.0,2,17.0,1014.0,72.0,2.0,1.0,9,19,10,2018
5566,2,35.2,17.3,82.0,2,21.0,1018.0,88.0,5.0,6.0,13,29,4,2019
5567,1,42.3,4.7,63.6,0,14.0,1016.0,100.0,1.0,4.0,3,20,6,2019
5568,0,44.9,0.0,84.6,0,14.0,1012.0,100.0,0.0,1.0,6,27,8,2018
5569,0,36.5,1.3,69.3,0,14.0,1014.0,93.0,3.0,4.0,2,16,5,2019
5570,2,34.2,20.1,101.1,2,13.0,1023.0,71.0,5.0,3.0,13,8,2,2019
5573,2,34.3,23.1,73.7,2,17.0,1019.0,88.0,1.0,4.0,9,21,6,2019
5575,1,35.9,10.6,86.6,2,15.0,1021.0,67.0,8.0,4.0,13,28,11,2018
5576,4,43.3,62.8,72.1,2,17.0,1018.0,82.0,4.0,4.0,17,10,5,2019
5577,0,40.7,1.9,83.8,0,14.0,1016.0,77.0,3.0,1.0,21,15,11,2018
5578,1,41.9,19.6,77.2,2,20.0,1020.0,77.0,2.0,1.0,13,16,9,2018
5579,2,34.8,17.0,88.4,2,18.0,1020.0,100.0,1.0,1.0,10,13,9,2018
5580,0,40.4,1.5,83.2,2,11.0,1016.0,62.0,7.0,1.0,8,27,10,2018
5581,0,46.7,0.0,87.6,0,15.0,1015.0,100.0,1.0,1.0,6,15,8,2018
5585,1,40.8,3.1,74.0,2,12.0,1012.0,87.0,1.0,5.0,10,25,11,2018
5586,0,36.7,0.0,77.5,2,11.0,1023.0,66.0,5.0,3.0,11,27,1,2019
5588,0,44.0,0.0,85.5,0,11.0,1011.0,76.0,3.0,1.0,4,9,10,2018
5589,2,41.9,23.4,76.1,2,24.0,1017.0,78.0,2.0,3.0,13,30,9,2019
5591,1,41.9,17.7,86.5,0,16.0,1017.0,93.0,4.0,6.0,2,6,7,2019
5593,3,42.8,54.2,85.7,2,19.0,1017.0,88.0,2.0,3.0,17,14,9,2018
5595,0,44.9,0.0,84.6,0,10.0,1004.0,71.0,1.0,1.0,5,10,10,2018
5596,4,43.6,66.2,72.5,2,10.0,1022.0,93.0,2.0,4.0,8,12,12,2018
5598,3,38.9,66.3,77.5,2,16.0,1012.0,72.0,5.0,6.0,14,18,4,2019
5600,1,34.6,13.8,87.4,2,27.0,1015.0,54.0,2.0,1.0,17,5,8,2018
5602,2,38.3,18.8,83.5,2,12.0,1026.0,93.0,2.0,4.0,14,7,2,2019
5604,3,42.8,20.2,89.6,2,21.0,1019.0,88.0,3.0,4.0,19,30,7,2018
5605,1,39.2,11.4,76.8,0,17.0,1021.0,93.0,0.0,6.0,22,20,9,2018
5606,0,38.1,1.5,63.4,0,13.0,1015.0,93.0,2.0,3.0,23,8,5,2019
5608,0,48.1,0.0,67.9,0,16.0,1016.0,100.0,0.0,4.0,5,27,6,2019
5611,0,43.0,0.0,85.8,0,13.0,1022.0,93.0,2.0,1.0,1,10,8,2018
5613,3,33.6,116.1,81.5,0,9.0,1032.0,100.0,1.0,1.0,21,8,12,2018
5614,0,44.4,0.0,87.7,0,10.0,1019.0,87.0,3.0,4.0,1,5,3,2019
5615,4,41.4,60.2,74.0,2,7.0,1024.0,87.0,4.0,3.0,9,27,11,2018
5616,2,37.1,28.2,90.2,2,22.0,1017.0,73.0,4.0,5.0,16,28,7,2018
5619,0,37.4,0.0,92.5,0,12.0,1026.0,71.0,1.0,1.0,0,26,2,2019
5620,2,34.0,55.3,97.3,0,13.0,1021.0,71.0,0.0,1.0,19,16,2,2019
5621,4,42.3,98.2,82.3,1,15.0,1011.0,58.0,2.0,1.0,7,9,10,2018
5622,2,38.8,17.5,72.4,2,15.0,1014.0,87.0,5.0,6.0,13,8,5,2019
5623,0,41.8,0.0,74.4,0,7.0,1018.0,93.0,4.0,6.0,4,19,1,2019
5624,0,43.6,0.0,90.9,0,17.0,1020.0,88.0,2.0,1.0,23,21,10,2018
5625,1,45.0,5.0,71.3,2,18.0,1017.0,88.0,1.0,6.0,10,1,9,2019
5626,0,43.1,0.0,90.8,2,22.0,1016.0,69.0,1.0,1.0,8,5,8,2018
5627,1,40.0,17.2,91.1,2,14.0,1016.0,50.0,6.0,5.0,12,27,10,2018
5628,3,34.8,60.1,76.3,0,8.0,1032.0,100.0,0.0,1.0,22,8,12,2018
5631,1,42.4,2.9,63.1,0,16.0,1016.0,93.0,4.0,3.0,2,29,6,2019
5634,2,46.8,10.0,69.6,0,11.0,1019.0,100.0,4.0,4.0,7,29,1,2019
5638,1,35.4,26.0,98.1,0,18.0,1013.0,93.0,2.0,3.0,23,3,7,2019
5639,0,42.1,0.0,83.9,0,12.0,1020.0,100.0,2.0,3.0,5,26,9,2019
5641,1,37.5,9.8,68.0,0,14.0,1021.0,100.0,0.0,6.0,2,11,5,2019
5642,2,33.6,23.4,89.8,2,11.0,1021.0,62.0,1.0,1.0,12,19,2,2019
5643,0,38.9,3.0,91.1,0,11.0,1024.0,93.0,3.0,4.0,4,3,3,2019
5644,3,42.3,32.0,71.0,2,14.0,1016.0,71.0,6.0,6.0,19,17,5,2019
5645,0,41.8,0.0,73.8,0,13.0,1011.0,71.0,2.0,2.0,3,1,4,2019
5646,0,44.1,4.1,71.0,0,14.0,1029.0,93.0,1.0,4.0,2,6,12,2018
5647,2,35.1,37.7,78.4,2,15.0,1028.0,58.0,3.0,3.0,16,26,4,2019
5652,1,36.9,11.8,91.0,2,12.0,1022.0,87.0,0.0,1.0,7,10,8,2018
5653,1,33.9,23.0,112.0,2,16.0,1024.0,63.0,4.0,1.0,13,21,2,2019
5654,3,34.3,109.9,94.6,2,19.0,1018.0,88.0,3.0,4.0,16,12,8,2018
5655,0,48.1,0.0,86.3,0,20.0,1024.0,83.0,1.0,1.0,1,27,9,2018
5659,1,39.2,12.6,87.1,2,19.0,1011.0,82.0,5.0,3.0,13,11,10,2018
5660,0,36.6,0.0,103.7,0,14.0,1028.0,67.0,4.0,1.0,23,22,2,2019
5663,1,42.3,7.1,88.5,0,16.0,1016.0,93.0,3.0,6.0,20,17,9,2018
5667,0,40.7,4.3,93.4,2,13.0,1015.0,93.0,1.0,1.0,8,26,8,2018
