,AVERAGE_SPEED_DIFF,AVERAGE_FREE_FLOW_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_FLOW_TIME,LUMINOSITY,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,HOUR,DAY,MONTH,YEAR,IS_STORMY
3345,4,45.5,99.2,75.5,2,12.0,1007.0,87.0,5.0,9,21,11,2018,0.0
3346,0,40.9,0.0,87.0,0,16.0,1021.0,100.0,2.0,2,20,9,2018,0.0
3347,3,40.8,46.0,82.2,2,32.0,1016.0,48.0,3.0,15,22,8,2019,0.0
3348,1,44.7,15.3,83.1,0,16.0,1018.0,100.0,2.0,23,18,8,2019,0.0
3349,2,42.9,24.5,81.8,2,22.0,1018.0,82.0,4.0,18,2,6,2019,0.0
3350,0,35.2,5.0,86.4,2,18.0,1017.0,88.0,3.0,8,20,7,2019,0.0
3351,4,46.2,97.5,77.6,2,8.0,1014.0,81.0,4.0,8,3,4,2019,0.0
3352,1,41.8,13.7,76.8,2,21.0,1020.0,68.0,3.0,13,28,9,2018,0.0
3353,2,46.2,27.9,67.1,2,14.0,1002.0,82.0,3.0,16,20,11,2018,0.0
3355,0,44.4,0.0,85.8,0,14.0,1016.0,93.0,0.0,3,28,7,2018,0.0
3356,0,36.8,0.9,66.4,0,10.0,1001.0,71.0,4.0,21,23,4,2019,0.0
3357,2,37.1,32.7,90.1,2,20.0,1016.0,82.0,3.0,15,17,9,2018,0.0
3358,0,43.0,0.0,71.6,0,16.0,1014.0,88.0,3.0,3,26,6,2019,0.0
3359,0,41.4,0.0,89.5,2,9.0,1030.0,76.0,4.0,8,23,2,2019,0.0
3360,0,41.4,0.0,89.0,0,8.0,1028.0,58.0,5.0,6,25,2,2019,0.0
3361,2,34.2,32.1,87.8,2,18.0,1013.0,93.0,2.0,10,4,9,2018,0.0
3362,1,40.4,12.5,94.4,0,16.0,1019.0,88.0,3.0,23,11,8,2018,0.0
3363,2,41.8,22.3,84.4,2,15.0,1017.0,93.0,2.0,8,19,8,2019,0.0
3364,4,44.1,96.2,73.1,2,17.0,1017.0,68.0,4.0,18,14,6,2019,0.0
3365,0,37.7,2.6,78.8,2,18.0,1018.0,100.0,1.0,8,2,6,2019,0.0
3366,2,40.4,41.2,79.1,2,26.0,1019.0,57.0,8.0,11,4,9,2019,0.0
3367,2,43.4,28.5,82.8,2,22.0,1015.0,73.0,0.0,12,25,8,2019,0.0
3368,0,46.4,0.0,86.6,0,4.0,1012.0,86.0,1.0,6,29,10,2018,0.0
3369,0,45.3,2.2,83.6,0,20.0,1020.0,60.0,2.0,6,14,9,2019,0.0
3370,2,39.4,40.4,84.3,2,21.0,1021.0,73.0,2.0,14,26,9,2019,0.0
3371,0,43.0,0.0,71.6,2,14.0,1015.0,100.0,1.0,7,22,6,2019,0.0
3372,0,43.1,1.3,83.4,0,9.0,1011.0,93.0,1.0,1,6,11,2018,0.0
3373,0,37.1,0.0,68.1,0,14.0,1012.0,77.0,4.0,1,17,11,2018,0.0
3374,1,43.6,13.0,87.9,0,17.0,1020.0,100.0,9.0,2,15,8,2019,0.0
3375,2,48.7,2.2,63.6,0,11.0,1014.0,82.0,2.0,3,7,6,2019,0.0
3376,0,39.3,0.0,84.3,0,3.0,1026.0,100.0,0.0,1,3,2,2019,0.0
3377,0,39.9,0.8,76.7,0,16.0,1012.0,100.0,4.0,5,4,7,2019,0.0
3378,1,36.2,4.2,62.9,0,12.0,1024.0,81.0,2.0,23,7,6,2019,0.0
3379,2,35.1,43.5,82.9,2,18.0,1008.0,77.0,3.0,18,21,4,2019,0.0
3380,2,35.1,37.9,94.3,2,20.0,1023.0,73.0,4.0,14,22,9,2018,0.0
3381,1,47.9,9.5,74.4,0,17.0,1013.0,93.0,1.0,5,26,8,2019,0.0
3383,0,37.1,13.8,91.7,0,18.0,1015.0,100.0,1.0,4,14,7,2019,0.0
3384,0,37.2,1.2,66.9,0,12.0,1001.0,100.0,1.0,4,20,11,2018,0.0
3386,0,45.9,3.1,70.0,0,11.0,1023.0,87.0,2.0,20,28,1,2019,0.0
3387,0,39.4,0.0,71.1,0,10.0,1021.0,71.0,2.0,4,11,12,2018,0.0
3388,2,43.8,5.0,66.5,0,10.0,1019.0,100.0,2.0,3,13,4,2019,0.0
3389,0,39.3,0.8,65.7,0,13.0,1016.0,77.0,4.0,2,16,11,2018,0.0
3390,0,44.7,0.0,76.6,0,9.0,1023.0,81.0,3.0,5,26,4,2019,0.0
3391,2,43.6,26.1,88.4,2,24.0,1017.0,78.0,2.0,13,27,8,2019,0.0
3392,2,36.2,12.5,85.9,0,18.0,1016.0,88.0,1.0,21,6,7,2019,0.0
3393,4,45.6,127.8,73.0,2,18.0,1015.0,100.0,2.0,9,15,5,2019,0.0
3395,0,36.7,2.5,68.5,1,12.0,1022.0,100.0,1.0,6,11,5,2019,0.0
3396,0,47.1,3.3,75.2,0,17.0,1015.0,100.0,3.0,4,27,8,2019,0.0
3397,1,41.7,3.1,75.0,0,13.0,1030.0,93.0,1.0,22,6,12,2018,0.0
3398,3,37.3,47.5,81.6,2,15.0,1018.0,100.0,3.0,9,9,9,2019,0.0
3399,0,37.2,4.5,94.4,0,13.0,1020.0,93.0,8.0,2,10,2,2019,0.0
3400,0,40.1,5.1,95.5,0,10.0,1021.0,93.0,1.0,23,10,4,2019,0.0
3401,0,47.4,0.0,88.4,0,6.0,1009.0,81.0,4.0,2,28,10,2018,0.0
3402,0,42.0,0.0,73.6,0,10.0,1019.0,93.0,2.0,5,13,4,2019,0.0
3403,1,32.8,10.4,89.4,0,9.0,1026.0,100.0,1.0,20,6,2,2019,0.0
3404,2,42.8,21.1,100.1,2,22.0,1017.0,88.0,3.0,19,23,7,2019,0.0
3405,0,39.4,1.2,78.3,0,18.0,1014.0,100.0,1.0,2,17,7,2019,0.0
3406,1,42.5,9.3,77.3,2,19.0,1019.0,93.0,1.0,12,31,8,2019,0.0
3407,0,44.2,0.7,76.7,0,14.0,1021.0,100.0,1.0,2,25,9,2019,0.0
3408,3,40.0,52.2,87.9,2,17.0,1016.0,93.0,3.0,17,17,9,2018,0.0
3409,0,47.9,0.0,71.9,0,5.0,1023.0,93.0,0.0,6,22,1,2019,0.0
3411,2,48.5,2.2,83.8,0,11.0,1024.0,93.0,3.0,3,3,3,2019,0.0
3412,0,40.2,3.4,78.8,0,7.0,1028.0,93.0,0.0,22,5,2,2019,0.0
3413,0,45.6,3.6,86.2,0,13.0,1025.0,52.0,4.0,5,24,10,2018,0.0
3414,3,42.1,95.0,77.6,2,29.0,1017.0,83.0,2.0,16,23,8,2019,0.0
3416,2,34.1,19.7,83.3,2,16.0,1018.0,77.0,2.0,12,2,4,2019,0.0
3417,1,37.6,5.1,77.6,2,22.0,1021.0,64.0,2.0,13,28,4,2019,0.0
3418,4,46.8,77.7,81.1,2,15.0,1021.0,100.0,1.0,7,28,9,2018,0.0
3419,2,42.8,27.6,78.0,2,22.0,1023.0,43.0,4.0,16,24,10,2018,0.0
3420,0,41.6,0.0,76.1,0,14.0,1019.0,82.0,2.0,1,6,5,2019,0.0
3421,0,33.5,3.3,71.3,0,13.0,1031.0,87.0,1.0,0,7,12,2018,0.0
3422,1,32.3,10.7,78.6,0,17.0,1014.0,100.0,2.0,19,14,4,2019,0.0
3423,0,40.3,0.0,67.3,0,18.0,1014.0,68.0,2.0,2,14,5,2019,0.0
3424,0,46.1,0.0,88.9,2,14.0,1017.0,100.0,1.0,7,29,9,2018,0.0
3425,1,39.1,3.3,69.3,0,12.0,1014.0,100.0,9.0,2,1,5,2019,0.0
3426,0,42.3,2.1,85.1,0,17.0,1016.0,88.0,3.0,0,15,8,2018,0.0
3427,2,33.8,44.6,91.9,2,14.0,1022.0,71.0,6.0,12,28,11,2018,0.0
3428,4,46.7,61.8,77.8,0,13.0,1020.0,87.0,5.0,19,28,11,2018,0.0
3429,1,32.4,11.1,89.0,2,14.0,1002.0,93.0,5.0,13,31,1,2019,0.0
3430,0,44.3,0.0,84.5,0,5.0,1028.0,100.0,1.0,1,11,2,2019,0.0
3432,1,34.9,10.9,73.2,0,17.0,1020.0,82.0,4.0,23,25,5,2019,0.0
3433,2,40.4,28.2,87.4,2,19.0,1020.0,83.0,1.0,11,24,8,2018,0.0
3434,1,37.9,3.7,67.0,0,12.0,1030.0,93.0,0.0,5,6,12,2018,0.0
3435,2,34.6,86.5,97.6,2,15.0,1021.0,82.0,9.0,16,3,3,2019,0.0
3436,4,47.0,79.1,62.9,2,15.0,1015.0,100.0,2.0,7,19,6,2019,0.0
3437,0,43.4,1.3,76.4,0,15.0,1018.0,100.0,1.0,2,19,9,2019,0.0
3438,2,33.6,25.1,76.8,2,18.0,1022.0,72.0,1.0,11,15,6,2019,0.0
3439,1,43.1,4.2,62.4,2,15.0,1018.0,100.0,3.0,6,21,6,2019,0.0
3440,1,34.8,15.3,72.3,2,18.0,1021.0,63.0,6.0,12,10,6,2019,0.0
3441,4,48.2,92.4,78.8,2,3.0,1030.0,93.0,1.0,9,11,2,2019,0.0
3442,2,42.5,5.8,82.2,0,5.0,1029.0,66.0,4.0,7,12,2,2019,0.0
3443,0,41.1,0.0,89.6,0,5.0,1030.0,81.0,2.0,5,12,2,2019,0.0
3444,2,38.1,34.9,85.6,2,26.0,1023.0,42.0,4.0,10,13,9,2019,0.0
3445,3,41.2,29.9,76.2,2,18.0,1019.0,93.0,0.0,8,4,9,2019,0.0
3446,3,34.4,61.4,68.6,2,18.0,1014.0,68.0,4.0,15,4,6,2019,0.0
3447,2,35.9,15.3,85.4,2,20.0,1013.0,52.0,4.0,19,22,6,2019,0.0
3450,1,39.0,6.9,71.3,0,14.0,1015.0,62.0,7.0,4,26,11,2018,0.0
3452,0,41.2,1.7,71.6,0,6.0,1020.0,100.0,0.0,4,17,1,2019,0.0
3454,0,41.9,0.0,87.0,0,15.0,1017.0,100.0,0.0,3,14,9,2018,0.0
3455,4,49.5,107.1,76.6,2,5.0,1031.0,100.0,1.0,8,28,2,2019,0.0
3456,4,41.9,77.0,87.0,2,21.0,1018.0,73.0,7.0,17,12,10,2018,0.0
3457,0,43.3,7.6,77.1,0,22.0,1024.0,83.0,2.0,22,26,9,2018,0.0
3458,0,36.2,2.2,61.2,0,15.0,1021.0,63.0,2.0,2,12,5,2019,0.0
3459,4,46.1,65.2,85.7,1,25.0,1020.0,27.0,2.0,18,3,10,2018,0.0
3460,1,42.0,4.6,83.1,0,16.0,1018.0,100.0,1.0,5,28,8,2019,0.0
3461,1,45.1,2.3,88.3,0,14.0,1020.0,100.0,1.0,6,19,9,2018,0.0
3462,3,40.8,67.4,83.4,2,23.0,1016.0,83.0,4.0,17,15,7,2019,0.0
3463,1,37.1,19.8,94.6,0,11.0,1026.0,66.0,3.0,2,26,2,2019,0.0
3464,1,41.8,11.5,87.1,0,12.0,1029.0,100.0,1.0,22,1,3,2019,0.0
3465,4,47.1,92.6,63.0,2,11.0,1012.0,82.0,5.0,7,6,6,2019,0.0
3466,3,34.7,70.3,85.5,2,22.0,1010.0,49.0,7.0,15,21,4,2019,0.0
3467,2,37.4,39.8,89.3,2,27.0,1020.0,48.0,3.0,14,24,9,2018,0.0
3468,1,32.2,14.0,71.8,2,22.0,1014.0,56.0,3.0,13,4,5,2019,0.0
3469,2,47.2,17.0,86.1,2,20.0,1022.0,77.0,3.0,13,11,8,2019,0.0
3470,4,45.2,106.7,72.8,2,14.0,1016.0,100.0,1.0,7,18,9,2019,0.0
3471,2,39.5,12.0,71.9,2,23.0,1018.0,53.0,5.0,13,28,5,2019,0.0
3472,2,42.1,26.2,87.0,2,25.0,1014.0,45.0,6.0,18,1,8,2018,0.0
3473,0,42.0,0.0,75.1,0,13.0,1018.0,100.0,1.0,3,29,4,2019,0.0
3474,0,40.0,2.1,80.2,0,10.0,1026.0,71.0,4.0,5,22,2,2019,0.0
3475,2,40.4,32.4,87.4,2,20.0,1017.0,60.0,2.0,15,25,10,2018,0.0
3476,0,37.8,2.1,83.6,0,11.0,1030.0,81.0,2.0,22,26,4,2019,0.0
3477,0,46.4,0.0,82.2,0,18.0,1018.0,60.0,3.0,0,26,9,2018,0.0
3478,0,40.1,0.0,99.1,0,2.0,1027.0,93.0,0.0,2,3,2,2019,0.0
3479,3,34.0,161.9,97.1,2,21.0,1028.0,43.0,1.0,16,23,2,2019,0.0
3480,3,40.8,70.1,82.2,2,24.0,1021.0,57.0,5.0,17,10,9,2018,0.0
3481,0,44.1,3.3,78.9,0,13.0,1007.0,71.0,1.0,22,9,10,2018,0.0
3482,1,42.8,9.2,80.4,2,16.0,1016.0,63.0,3.0,14,7,11,2018,0.0
3483,2,35.9,20.9,80.1,2,19.0,1022.0,68.0,3.0,13,15,6,2019,0.0
3484,2,39.9,25.2,80.4,2,20.0,1020.0,100.0,2.0,12,24,9,2019,0.0
3485,2,45.1,16.5,71.5,0,14.0,1015.0,87.0,5.0,23,15,5,2019,0.0
3486,4,44.3,51.9,72.3,2,16.0,1015.0,100.0,7.0,7,19,7,2019,0.0
3487,0,41.5,0.0,76.3,0,12.0,1006.0,93.0,1.0,3,22,4,2019,0.0
3488,0,39.0,0.0,69.9,0,8.0,1019.0,87.0,1.0,3,30,3,2019,0.0
3489,2,42.9,27.1,81.8,2,20.0,1017.0,64.0,4.0,14,22,9,2019,0.0
3490,3,32.8,92.4,91.6,2,20.0,1017.0,77.0,4.0,16,22,9,2019,0.0
3492,0,37.2,2.6,94.4,0,12.0,1028.0,100.0,1.0,3,2,3,2019,0.0
3493,2,33.3,30.6,95.1,2,16.0,1022.0,59.0,3.0,13,16,2,2019,0.0
3494,2,36.2,24.2,92.4,2,12.0,1020.0,62.0,3.0,14,19,2,2019,0.0
3495,3,35.8,55.1,88.7,2,24.0,1016.0,69.0,4.0,14,17,7,2019,0.0
3496,3,44.0,36.3,83.6,2,19.0,1013.0,88.0,2.0,18,23,6,2019,0.0
3497,2,42.7,18.3,80.8,2,23.0,1018.0,83.0,4.0,14,31,8,2019,0.0
3499,3,33.1,56.2,90.5,2,23.0,1020.0,68.0,2.0,16,29,9,2019,0.0
3501,2,42.2,9.6,74.9,2,18.0,1018.0,100.0,7.0,9,24,8,2019,0.0
3502,0,41.9,0.0,86.4,2,14.0,1015.0,93.0,0.0,6,8,8,2018,0.0
3503,3,39.3,119.9,77.6,2,23.0,1020.0,60.0,4.0,16,28,4,2019,0.0
3504,3,40.4,50.2,78.0,2,18.0,1020.0,67.0,4.0,16,6,5,2019,0.0
3505,0,45.6,0.0,81.7,0,11.0,1019.0,100.0,3.0,6,29,9,2019,0.0
3507,0,43.5,1.3,76.3,0,15.0,1018.0,100.0,3.0,23,18,9,2019,0.0
3508,2,31.8,28.3,85.6,2,11.0,1026.0,93.0,1.0,12,6,2,2019,0.0
3509,0,45.2,1.4,64.5,0,14.0,1020.0,82.0,1.0,5,26,5,2019,0.0
3510,2,36.1,41.3,74.9,2,16.0,1015.0,67.0,6.0,17,19,5,2019,0.0
3511,1,39.9,8.3,73.7,2,14.0,1021.0,71.0,4.0,13,26,11,2018,0.0
3512,1,51.1,1.6,78.7,0,7.0,1025.0,100.0,3.0,6,7,2,2019,0.0
3513,2,47.0,18.1,86.9,0,20.0,1015.0,64.0,3.0,21,17,8,2018,0.0
3514,0,45.9,6.3,83.6,0,14.0,1017.0,100.0,1.0,1,14,9,2018,0.0
3515,3,42.3,59.5,84.3,2,15.0,1025.0,100.0,3.0,11,2,11,2018,0.0
3516,3,33.1,67.2,76.4,2,19.0,1020.0,63.0,6.0,11,24,5,2019,0.0
3517,0,42.4,3.1,86.6,0,18.0,1013.0,88.0,1.0,2,7,9,2018,0.0
3518,3,41.4,62.2,74.2,2,6.0,1020.0,100.0,2.0,9,25,1,2019,0.0
3519,2,38.6,19.8,88.1,2,26.0,1014.0,73.0,3.0,13,26,8,2019,0.0
3520,1,44.9,4.8,84.6,0,10.0,1004.0,71.0,2.0,6,10,10,2018,0.0
3521,3,34.9,67.4,91.7,2,22.0,1022.0,64.0,6.0,17,23,9,2018,0.0
3522,2,32.9,22.0,81.8,2,12.0,1027.0,87.0,2.0,10,5,12,2018,0.0
3523,0,40.2,0.0,67.6,0,16.0,1014.0,72.0,3.0,3,14,5,2019,0.0
3524,0,37.9,4.5,89.3,0,19.0,1022.0,93.0,3.0,21,21,9,2018,0.0
3526,2,40.8,15.0,82.4,1,24.0,1015.0,51.0,3.0,19,31,8,2018,0.0
3527,4,43.3,82.3,87.4,2,26.0,1022.0,61.0,3.0,17,26,9,2018,0.0
3528,2,34.1,31.6,92.7,2,24.0,1020.0,20.0,8.0,10,25,9,2018,0.0
3529,1,44.2,2.9,65.6,0,16.0,1017.0,87.0,5.0,21,21,5,2019,0.0
3530,0,39.2,0.0,91.0,0,9.0,1026.0,66.0,5.0,1,14,2,2019,0.0
3531,1,35.6,6.3,82.2,2,17.0,1016.0,55.0,4.0,9,5,5,2019,0.0
3532,0,41.4,0.0,85.0,0,8.0,1021.0,93.0,1.0,0,19,2,2019,0.0
3533,2,37.2,19.7,86.2,2,22.0,1016.0,93.0,3.0,18,14,7,2019,0.0
3534,2,32.9,39.8,76.9,1,18.0,1017.0,63.0,7.0,20,24,5,2019,0.0
3535,1,34.1,17.5,81.5,2,13.0,1011.0,71.0,6.0,12,25,4,2019,0.0
3536,4,44.5,72.1,85.0,2,17.0,1025.0,93.0,0.0,7,27,9,2018,0.0
3538,4,48.5,69.2,75.3,2,9.0,1022.0,100.0,3.0,8,30,11,2018,0.0
3539,0,42.3,2.0,82.3,0,15.0,1019.0,100.0,2.0,5,24,8,2018,0.0
3542,1,44.0,2.6,87.4,0,15.0,1013.0,77.0,5.0,6,19,10,2018,0.0
3543,0,43.6,0.0,82.2,2,12.0,1021.0,58.0,2.0,9,7,10,2018,0.0
3544,1,39.0,6.4,71.3,2,13.0,1015.0,100.0,1.0,6,22,6,2019,0.0
3545,1,37.7,11.7,65.8,2,14.0,1017.0,67.0,3.0,12,18,5,2019,0.0
3546,1,43.3,1.1,85.7,0,5.0,1013.0,93.0,1.0,4,29,10,2018,0.0
3547,2,39.7,33.2,93.2,2,26.0,1014.0,61.0,4.0,17,1,9,2019,0.0
3548,0,44.0,0.0,81.4,0,15.0,1020.0,100.0,0.0,2,16,9,2018,0.0
3549,2,38.3,20.2,78.4,2,21.0,1019.0,77.0,3.0,13,21,6,2019,0.0
3550,0,44.8,6.2,72.9,0,13.0,1022.0,100.0,7.0,4,12,8,2019,0.0
3551,0,41.3,0.0,81.9,2,28.0,1014.0,37.0,4.0,9,1,9,2018,0.0
3552,3,40.3,79.5,76.4,2,21.0,1026.0,49.0,6.0,9,12,9,2019,0.0
3553,4,45.5,116.0,61.9,2,15.0,1020.0,82.0,0.0,8,23,5,2019,0.0
3554,1,44.3,3.7,79.9,0,17.0,1021.0,88.0,0.0,0,11,9,2018,0.0
3555,0,36.2,3.2,92.3,0,18.0,1013.0,93.0,3.0,0,4,7,2019,0.0
3557,4,42.9,102.4,86.1,2,18.0,1017.0,93.0,2.0,18,14,9,2018,0.0
3558,1,46.8,1.2,70.8,0,14.0,1011.0,71.0,1.0,1,1,4,2019,0.0
3559,0,41.8,1.9,69.3,0,18.0,1017.0,93.0,2.0,22,1,7,2019,0.0
3560,0,35.4,2.1,81.8,0,15.0,1019.0,100.0,2.0,19,30,9,2018,0.0
3561,1,36.7,5.1,61.5,0,14.0,1021.0,82.0,3.0,4,12,5,2019,0.0
3562,1,37.4,4.7,71.3,2,18.0,1017.0,88.0,3.0,12,20,6,2019,0.0
3563,1,40.8,5.1,66.5,1,17.0,1016.0,77.0,5.0,20,21,5,2019,0.0
3564,4,41.5,69.1,73.9,2,6.0,1022.0,81.0,1.0,9,11,12,2018,0.0
3565,3,35.0,46.7,90.8,2,19.0,1018.0,88.0,2.0,15,14,9,2018,0.0
3566,4,38.8,68.2,69.8,2,12.0,1027.0,45.0,5.0,11,10,12,2018,0.0
3567,2,32.5,23.3,90.1,2,23.0,1018.0,82.0,3.0,11,22,7,2019,0.0
3568,3,43.6,34.5,66.3,2,22.0,1015.0,64.0,5.0,17,27,5,2019,0.0
3569,0,47.6,0.0,72.7,0,8.0,1032.0,100.0,0.0,4,8,12,2018,0.0
3570,0,42.4,0.0,88.7,0,14.0,1013.0,100.0,0.0,4,27,8,2018,0.0
3571,1,45.6,14.1,79.8,0,18.0,1018.0,88.0,3.0,19,22,9,2019,0.0
3572,0,41.2,0.0,90.6,0,21.0,1016.0,88.0,1.0,0,4,8,2018,0.0
3574,4,43.2,68.8,77.9,0,12.0,1018.0,100.0,1.0,19,29,11,2018,0.0
3575,2,40.5,55.9,88.3,2,18.0,1019.0,88.0,3.0,15,23,8,2018,0.0
3576,0,40.8,3.1,78.4,0,17.0,1018.0,100.0,0.0,22,22,8,2018,0.0
3577,0,36.2,0.0,83.6,0,13.0,1005.0,100.0,4.0,2,31,1,2019,0.0
3578,3,36.0,150.4,78.4,0,14.0,1024.0,93.0,3.0,19,1,12,2018,0.0
3579,0,42.0,0.0,73.6,0,13.0,1023.0,100.0,0.0,22,3,12,2018,0.0
3580,1,41.3,12.0,81.9,0,15.0,1018.0,100.0,2.0,19,16,10,2018,0.0
3581,3,41.9,42.4,86.6,2,19.0,1022.0,39.0,5.0,9,3,10,2018,0.0
3582,0,44.7,0.0,81.8,0,17.0,1015.0,77.0,7.0,3,12,10,2018,0.0
3583,0,43.6,3.1,70.6,0,21.0,1018.0,72.0,1.0,21,15,9,2019,0.0
3584,2,40.7,30.2,84.8,2,21.0,1019.0,88.0,5.0,19,16,8,2019,0.0
3585,2,35.3,25.9,74.9,2,12.0,1022.0,93.0,3.0,10,12,12,2018,0.0
3586,0,35.1,2.3,74.8,0,12.0,1015.0,77.0,4.0,4,16,11,2018,0.0
3588,1,42.8,19.5,85.8,2,26.0,1014.0,50.0,4.0,10,2,9,2018,0.0
3589,0,44.4,0.0,82.6,0,9.0,1013.0,100.0,2.0,3,12,11,2018,0.0
3590,0,44.4,2.2,79.5,0,18.0,1019.0,72.0,1.0,22,24,9,2018,0.0
3591,2,41.7,24.3,82.2,2,21.0,1017.0,100.0,1.0,13,18,9,2019,0.0
3592,2,39.9,13.8,86.2,0,9.0,1017.0,87.0,2.0,20,7,11,2018,0.0
3593,2,36.1,31.3,81.4,2,24.0,1015.0,88.0,3.0,12,19,7,2019,0.0
3594,2,44.8,17.7,83.4,2,17.0,1020.0,100.0,2.0,8,16,8,2019,0.0
3595,2,36.7,22.3,88.3,1,16.0,1018.0,77.0,2.0,20,14,6,2019,0.0
3596,1,43.1,0.8,83.2,0,17.0,1022.0,88.0,0.0,23,23,9,2018,0.0
3597,2,48.2,3.2,79.6,0,18.0,1017.0,100.0,4.0,21,25,7,2019,0.0
3598,4,43.6,80.1,72.0,2,28.0,1016.0,30.0,5.0,18,13,5,2019,0.0
3599,0,46.7,0.0,72.2,0,10.0,1022.0,87.0,1.0,3,26,4,2019,0.0
3600,0,39.3,0.0,71.3,0,11.0,1024.0,100.0,0.0,22,11,12,2018,0.0
3601,0,37.5,4.6,79.5,2,23.0,1019.0,77.0,4.0,12,2,6,2019,0.0
3602,1,42.9,16.8,82.9,2,19.0,1012.0,52.0,3.0,12,31,3,2019,0.0
3603,0,46.0,2.2,81.2,0,17.0,1019.0,100.0,0.0,5,9,9,2018,0.0
3604,3,42.2,129.5,75.5,2,15.0,1015.0,100.0,3.0,9,10,5,2019,0.0
3605,3,40.8,39.3,82.2,2,20.0,1017.0,77.0,2.0,16,14,9,2018,0.0
3606,4,42.0,86.8,73.9,2,17.0,1013.0,72.0,5.0,17,13,6,2019,0.0
3608,4,42.0,72.0,75.2,2,12.0,1031.0,93.0,2.0,9,7,12,2018,0.0
3609,3,42.0,75.3,76.6,0,15.0,1020.0,72.0,3.0,18,25,1,2019,0.0
3610,0,38.8,5.6,75.5,0,17.0,1016.0,88.0,0.0,21,3,6,2019,0.0
3611,2,34.7,35.2,93.6,2,21.0,1026.0,38.0,4.0,11,24,10,2018,0.0
3612,1,37.3,15.9,85.7,2,15.0,1024.0,87.0,7.0,12,2,12,2018,0.0
3613,0,41.3,0.0,85.8,0,7.0,1028.0,61.0,5.0,3,13,2,2019,0.0
3614,2,38.9,23.1,87.4,2,23.0,1015.0,88.0,7.0,14,13,7,2019,0.0
3615,1,38.5,4.8,71.5,1,18.0,1016.0,82.0,2.0,20,3,6,2019,0.0
3616,0,45.1,3.1,86.6,0,21.0,1024.0,83.0,1.0,23,26,9,2018,0.0
3617,4,46.0,77.1,68.4,2,13.0,1020.0,100.0,1.0,7,23,5,2019,0.0
3618,2,37.5,23.2,88.7,2,15.0,1025.0,100.0,3.0,10,2,11,2018,0.0
3619,2,40.5,40.5,84.8,2,23.0,1017.0,77.0,6.0,16,31,8,2019,0.0
3620,0,42.8,0.0,86.2,0,18.0,1024.0,88.0,0.0,5,27,9,2018,0.0
3621,2,35.8,19.8,73.2,2,22.0,1011.0,43.0,5.0,14,21,4,2019,0.0
3622,2,37.6,40.7,92.4,2,21.0,1022.0,42.0,2.0,17,26,2,2019,0.0
3623,0,39.0,6.3,74.9,0,9.0,1024.0,100.0,4.0,6,5,12,2018,0.0
3624,2,41.1,26.0,81.4,2,19.0,1017.0,53.0,3.0,8,21,8,2019,0.0
3626,3,43.1,63.6,70.5,2,22.0,1015.0,77.0,3.0,17,25,6,2019,0.0
3627,0,41.6,0.0,88.1,0,5.0,1028.0,100.0,0.0,1,6,2,2019,0.0
3628,2,36.2,22.2,79.2,2,24.0,1016.0,93.0,2.0,19,22,7,2019,0.0
3629,2,37.1,26.9,89.9,2,28.0,1020.0,48.0,2.0,14,11,9,2018,0.0
3630,0,38.0,7.4,85.0,0,10.0,1029.0,100.0,0.0,0,1,3,2019,0.0
3631,0,42.9,0.0,69.9,0,22.0,1014.0,40.0,1.0,21,14,5,2019,0.0
3633,2,34.0,20.8,86.4,2,24.0,1013.0,78.0,5.0,13,3,7,2019,0.0
3634,1,44.2,13.1,85.3,0,17.0,1018.0,100.0,3.0,2,24,8,2019,0.0
3635,2,41.5,33.8,75.5,2,20.0,1019.0,45.0,3.0,16,29,3,2019,0.0
3636,2,34.6,20.1,88.9,0,10.0,1008.0,100.0,2.0,20,31,10,2018,0.0
3637,1,39.7,6.7,84.7,2,18.0,1016.0,88.0,1.0,9,8,8,2018,0.0
3639,3,38.9,71.9,74.0,2,19.0,1019.0,82.0,3.0,11,21,6,2019,0.0
3640,1,39.1,5.9,77.9,2,17.0,1015.0,100.0,3.0,6,10,7,2019,0.0
3641,4,42.3,58.2,73.5,2,20.0,1016.0,72.0,2.0,17,19,6,2019,0.0
3642,0,47.3,3.1,78.3,0,16.0,1020.0,100.0,1.0,1,30,8,2019,0.0
3643,1,38.3,3.1,73.8,2,21.0,1021.0,64.0,2.0,9,26,5,2019,0.0
3644,0,39.1,0.0,91.6,0,7.0,1028.0,93.0,1.0,23,10,2,2019,0.0
3645,0,48.0,0.0,79.9,0,14.0,1018.0,93.0,1.0,2,25,8,2018,0.0
3648,0,44.5,0.0,86.5,0,20.0,1019.0,100.0,2.0,1,31,7,2018,0.0
3649,1,44.9,0.7,82.0,0,12.0,1001.0,87.0,4.0,3,5,11,2018,0.0
3650,0,47.0,0.0,87.6,2,16.0,1016.0,88.0,3.0,6,28,7,2018,0.0
3651,3,44.4,40.0,90.8,0,12.0,1025.0,87.0,1.0,18,6,2,2019,0.0
3652,0,39.3,0.0,91.3,0,8.0,1026.0,100.0,2.0,22,6,2,2019,0.0
3653,3,36.8,152.3,86.7,2,22.0,1017.0,83.0,6.0,14,9,8,2019,0.0
3655,2,39.4,40.9,90.0,2,23.0,1019.0,78.0,4.0,14,30,7,2018,0.0
