AVERAGE_SPEED_DIFF,AVERAGE_FREE_FLOW_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_FLOW_TIME,LUMINOSITY,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,AVERAGE_CLOUDINESS,HOUR,DAY,MONTH,YEAR,AVERAGE_RAIN,IS_STORMY
3,37,60.5,90.6,2,20,1016,88,3,5,14,22,8,2018,700,0
2,34.2,34.5,96.5,2,19,1027,40,2,1,17,25,2,2019,250,0
0,43.5,0,87.9,0,15,1020,42,5,1,5,2,10,2018,250,0
3,37.8,166.3,78.2,0,12,1032,87,1,1,18,8,12,2018,700,0
1,38.2,8.1,88.4,0,27,1012,37,3,1,20,1,9,2018,900,0
3,38.2,58.1,88.4,2,17,1007,93,4,3,17,15,10,2018,250,0
1,37.3,16.8,90.8,2,19,1013,88,1,1,9,27,8,2018,250,0
3,43.3,44.6,85.7,2,26,1020,25,3,1,17,3,10,2018,250,0
0,41.9,0,84.5,0,18,1005,82,7,4,21,10,10,2018,700,0
0,41.8,0,77.1,0,13,1017,93,6,4,6,24,1,2019,700,0
0,40.8,2.8,76.8,0,14,1020,93,3,6,0,23,9,2019,700,0
2,40.8,19.3,73.6,2,17,1016,72,4,5,11,15,11,2018,250,0
1,40.5,1,88,2,16,1020,87,3,1,7,9,8,2018,250,0
1,37.4,15.2,89.3,2,21,1015,77,3,5,13,5,9,2018,250,0
1,32.9,7.7,71.7,0,15,1019,93,2,4,20,10,5,2019,250,0
1,34.6,9.7,92.4,2,27,1015,69,1,1,18,5,8,2018,250,0
3,38.2,75.7,86.3,2,6,1022,81,3,1,10,20,2,2019,700,0
2,44.3,13.7,68.2,0,10,1010,87,7,5,2,22,11,2018,700,0
0,44,1.9,81.4,0,16,1014,82,3,1,0,19,10,2018,250,0
0,38.3,0,63.9,0,13,1016,76,6,3,22,16,5,2019,250,0
1,44,9.3,79.3,2,22,1015,60,3,1,14,15,11,2018,700,0
1,38.6,15.8,84,2,15,1023,59,4,1,12,11,12,2018,250,0
0,39.3,0,88.7,2,9,1020,87,2,4,8,17,2,2019,250,0
0,42.8,4.2,81.3,0,16,1011,93,7,6,23,10,11,2018,700,0
0,37.3,1.1,78.4,0,18,1016,100,2,6,0,14,7,2019,250,0
1,39.8,10.8,91.2,2,19,1017,52,5,1,8,20,10,2018,700,0
3,41.9,44,86.6,2,26,1019,45,5,1,16,24,9,2018,250,0
3,36.7,72.4,94.7,0,13,1025,71,4,5,18,10,2,2019,250,0
3,34.1,121.8,75.8,2,17,1018,55,7,3,10,11,6,2019,700,0
2,38.1,26.8,91.1,2,20,1019,88,2,6,19,9,8,2019,250,0
3,42.9,25.4,86.5,0,18,1022,88,2,1,20,22,9,2018,250,0
2,40.2,35.5,88.8,1,17,1027,67,2,1,18,25,2,2019,250,0
0,37.2,1.7,62.5,0,12,1017,82,1,3,23,5,6,2019,250,0
2,42.8,13.6,81.6,2,8,1019,70,4,5,11,2,2,2019,250,0
2,43.8,45.8,86.3,2,21,1017,73,2,6,12,6,8,2018,250,0
3,39.8,40.4,82.8,2,24,1018,77,5,6,16,24,8,2019,250,0
3,34.3,88.4,92.7,0,10,1022,66,6,3,18,2,2,2019,900,0
3,40.1,52.5,87.5,2,24,1016,83,4,4,16,14,7,2019,250,0
1,37.5,7.7,85.7,0,19,1020,77,1,1,22,11,9,2018,250,0
2,40.3,23.3,75.5,2,21,1019,82,6,6,14,30,6,2019,250,0
2,35,33.7,79.4,2,14,1031,87,2,6,13,7,12,2018,250,0
3,44.9,34.6,77.4,0,13,1003,93,0,5,18,19,11,2018,700,0
3,40.3,90.4,85.7,0,14,1021,82,2,4,17,3,11,2018,700,0
0,42,0,87.8,0,16,1022,93,0,1,2,24,9,2018,250,0
1,44.6,1.3,83.5,0,16,1013,93,3,6,3,4,7,2019,250,0
0,41.8,0,80.5,0,18,1014,100,3,4,1,25,7,2019,250,0
3,46.9,33.7,87.4,2,22,1020,53,3,1,17,22,10,2018,250,0
0,39.9,0,79.1,2,17,1001,77,2,3,13,18,11,2018,250,0
0,41.8,0,73.8,0,8,1021,100,0,6,4,11,4,2019,250,0
2,37.4,32.1,92.8,2,30,1014,48,4,1,15,2,8,2018,900,0
1,46.2,1.2,81.4,0,4,1029,93,1,1,4,5,2,2019,250,0
1,40.8,13,84.9,2,22,1013,77,2,4,13,4,9,2018,250,0
4,44,118.5,62.1,2,17,1020,93,7,4,8,1,7,2019,300,0
1,36.2,7.1,88.5,0,13,1027,76,0,1,22,25,2,2019,250,0
3,34.7,75.2,81.6,2,18,1015,93,3,4,16,14,4,2019,700,0
3,41.2,38,76.1,2,17,1019,67,3,6,17,6,5,2019,250,0
1,34.6,13,75.3,2,17,1016,77,3,6,12,20,5,2019,700,0
1,41.4,9.7,85.1,2,17,1017,82,4,4,12,17,10,2018,250,0
4,38.8,96.9,75.1,2,19,1007,56,5,1,16,17,11,2018,700,0
2,37.2,17.3,83.7,2,23,1020,57,3,1,14,11,8,2018,250,0
3,37.5,59.6,80.8,2,32,1016,48,3,6,16,22,8,2019,700,0
3,44.6,45.2,86.5,2,23,1017,43,2,1,16,4,10,2018,250,0
3,41.3,30.5,85,2,19,1019,93,3,4,8,31,7,2018,250,0
2,40.7,12.5,77.1,0,12,1020,100,0,6,6,26,9,2019,250,0
0,41.6,0,87.1,0,3,1021,100,0,1,5,19,2,2019,250,0
2,31.7,25.6,102.7,2,12,1026,47,1,1,11,15,2,2019,250,0
1,40.9,8.4,73.7,2,20,1016,93,3,6,19,14,7,2019,250,0
0,48,0,86.5,2,7,1011,75,6,1,8,28,10,2018,700,0
3,46.9,39.4,65.5,2,10,1011,100,4,3,7,18,4,2019,250,0
4,41.3,106.4,71.9,2,17,1022,63,3,3,16,7,6,2019,700,0
2,34.2,19.6,92.5,2,27,1013,42,2,1,18,21,8,2018,700,0
2,40,34.2,84.5,2,21,1017,64,3,1,18,30,8,2018,250,0
3,49.8,74.7,87.9,0,17,1008,93,2,4,18,15,10,2018,700,0
1,34.5,8.8,89.7,0,11,1021,81,0,1,20,16,2,2019,250,0
3,37.5,100.2,84.3,0,14,1026,93,2,5,18,2,11,2018,900,0
0,40,0,88.8,0,15,1018,93,0,1,0,25,8,2018,250,0
0,40.8,2.7,82.6,0,15,1017,72,1,1,19,7,10,2018,250,0
0,43.3,1.9,79.5,1,13,1024,100,1,4,7,3,11,2018,250,0
1,45.3,6.1,72.4,0,18,1018,100,2,4,23,27,8,2019,250,0
1,42.5,11.6,89.6,0,19,1015,100,2,4,2,18,8,2019,250,0
3,35.4,67,78.1,2,15,1001,82,4,4,15,22,4,2019,700,0
0,39.2,0,92,0,10,1018,93,4,4,3,5,3,2019,250,0
1,45,1.1,88.7,0,14,1011,93,3,3,2,18,10,2018,250,0
0,36.2,3.8,87.2,2,15,1021,58,3,1,13,26,1,2019,250,0
1,34.5,14.7,76.2,2,17,1026,37,3,1,13,10,12,2018,250,0
0,43.3,0,70.9,0,16,1019,93,1,4,1,3,6,2019,250,0
4,42,77.4,70.2,2,10,1017,100,1,4,8,2,4,2019,250,0
0,39.1,5,90.8,2,7,1023,58,4,1,8,16,2,2019,250,0
2,37.1,35.5,90.1,2,24,1021,36,5,1,11,1,10,2018,900,0
0,42.9,1.1,87.9,0,11,1017,58,4,1,2,8,10,2018,250,0
1,43.1,9.1,87.3,0,15,1016,93,0,3,23,29,9,2018,250,0
1,41.2,2.4,83.8,0,18,1016,93,2,6,23,8,7,2019,250,0
3,41.1,82.8,71.7,2,15,1015,77,7,4,17,16,5,2019,700,0
1,38.6,12.5,97.7,2,12,1024,66,4,3,12,27,1,2019,250,0
1,36.9,8.1,65.1,0,13,1017,67,8,4,3,29,11,2018,250,0
1,41.3,4.7,82.6,0,16,1013,82,3,1,22,18,10,2018,250,0
0,46.3,0.7,87.9,2,12,1015,93,0,1,7,26,8,2018,250,0
0,41.1,0,89.7,0,22,1012,60,1,1,1,2,9,2018,900,0
4,43.2,124.1,82.3,2,21,1022,64,8,5,15,9,8,2018,250,0
1,41.1,7.5,83.3,0,20,1016,94,0,5,0,5,8,2018,250,0
0,38.6,3.2,82.6,2,16,1023,87,7,4,14,2,12,2018,900,0
1,36.5,4.8,70.5,0,12,1030,93,1,4,1,7,12,2018,250,0
3,35.8,132.6,76,2,15,1015,87,3,4,10,10,5,2019,700,0
2,38.5,18.8,91.1,1,18,1020,82,1,1,19,12,9,2018,250,0
3,35,39,85.1,2,26,1014,64,2,3,15,26,8,2019,250,0
0,41.9,0,75.8,0,10,1016,76,4,2,1,3,4,2019,250,0
0,42.8,1.2,85.7,0,15,1025,59,3,1,0,24,10,2018,250,0
2,38.4,21.2,87,2,14,1020,67,3,1,14,26,1,2019,250,0
0,41.4,0,75.1,0,16,1018,55,1,2,3,20,4,2019,700,0
3,39.8,94.7,72.8,2,14,1016,67,4,1,10,16,11,2018,700,0
2,42.5,58.1,87.6,2,20,1018,88,3,4,14,12,8,2018,250,0
0,42.1,0.7,73.1,0,18,1020,93,1,6,21,29,9,2019,250,0
1,37.3,17.3,93.8,0,10,1029,71,3,1,6,23,2,2019,700,0
0,41.9,4,79.3,0,17,1016,100,1,3,0,9,7,2019,250,0
2,38.1,21.9,92,2,19,1015,88,2,3,10,5,9,2018,250,0
0,38.6,1,69.6,2,8,1011,93,1,5,8,25,11,2018,250,0
2,38.8,32.5,84.7,0,17,1014,93,0,6,22,23,6,2019,700,0
0,39.1,0,92.7,0,12,1028,76,1,1,3,23,2,2019,700,0
2,38.6,23.7,80.8,0,10,1020,87,3,1,19,26,1,2019,250,0
2,41.4,50.4,87.3,2,19,1020,82,2,5,17,9,9,2018,250,0
0,35.3,2.7,61.1,0,15,1017,100,2,4,0,22,6,2019,250,0
1,47.7,1.3,72.8,0,12,1005,93,3,4,1,21,11,2018,250,0
3,41.7,57.4,85.8,2,7,1029,62,6,1,10,13,2,2019,250,0
3,40.7,39.9,94.7,0,7,1012,79,0,3,18,4,2,2019,250,0
0,44.3,4.5,87.8,0,15,1015,100,0,1,4,8,8,2018,250,0
2,43.7,43.5,88.3,2,19,1016,77,3,1,11,15,8,2018,250,0
0,40,0,79.6,0,7,1023,93,3,1,5,27,11,2018,250,0
0,44,0,85.5,2,33,1014,23,5,1,13,1,9,2018,250,0
0,43,0,71.5,0,10,1014,82,4,3,5,6,6,2019,700,0
1,37.2,6,66.7,0,13,1015,93,1,6,23,18,4,2019,250,0
1,41.2,5.4,88,0,24,1016,73,3,1,20,3,8,2018,250,0
1,40.3,17.2,78.9,2,13,1010,62,3,5,13,29,10,2018,250,0
2,41.3,12.7,84.9,0,20,1019,52,2,1,19,1,10,2018,900,0
0,45.4,5.5,80.7,0,11,1023,76,3,1,22,13,11,2018,250,0
0,41.2,1.2,80.9,0,10,1010,100,2,5,23,11,11,2018,250,0
3,42.1,33.5,76.1,0,12,1023,87,4,5,18,28,1,2019,700,0
4,43.2,107.3,70.5,2,17,1022,63,3,3,17,7,6,2019,250,0
1,40.9,24.1,87,2,16,1014,77,4,3,14,14,10,2018,250,0
2,42.1,21.5,83.9,2,13,1017,54,7,1,10,27,10,2018,250,0
4,45.5,55.1,68.1,1,12,1017,93,7,4,8,23,1,2019,700,0
2,42.8,6,71.3,1,14,1016,93,5,4,6,7,5,2019,250,0
3,41.7,110.9,87.4,2,20,1022,64,8,1,16,9,8,2018,250,0
0,46.4,0,87.3,0,13,1014,82,4,1,0,27,10,2018,250,0
0,44,0,87.4,2,11,1017,100,1,1,7,25,8,2018,250,0
3,36.2,62,87.2,2,24,1017,83,4,6,17,27,8,2019,250,0
0,46.2,0,82.8,0,14,1017,93,0,4,2,28,7,2018,250,0
2,40.3,16.3,88.9,2,22,1017,73,3,5,14,28,7,2018,250,0
0,44.8,0,83.5,0,19,1018,82,2,6,5,30,7,2018,250,0
4,44.5,74.1,85,2,10,1003,93,3,3,9,31,10,2018,700,0
0,37.1,0,91.4,0,6,1013,100,1,3,3,1,11,2018,250,0
0,46.1,0,79.4,0,12,1021,66,4,1,2,7,10,2018,250,0
0,42.4,1.5,81.2,0,19,1018,60,1,1,22,25,9,2018,250,0
1,38.1,12.9,89.9,2,21,1013,64,2,1,13,27,8,2018,250,0
1,40.4,22.3,85.8,2,18,1019,72,2,1,11,30,8,2018,250,0
2,39.6,19.5,88.3,2,19,1015,82,3,1,17,29,9,2018,250,0
0,37.6,0,74.9,0,8,1025,93,3,3,0,1,12,2018,900,0
0,38.7,3,71.2,0,16,1013,45,2,2,3,21,4,2019,700,0
0,47.6,0,87.8,1,18,1018,68,3,1,7,21,10,2018,250,0
3,43.7,34.5,75.3,0,14,1013,77,3,1,20,16,11,2018,700,0
2,32.2,26.6,76.6,2,14,1001,82,2,3,12,20,11,2018,700,0
2,34.2,19.5,92.3,2,32,1013,41,4,1,16,2,8,2018,900,0
0,46.8,0,83.6,0,18,1013,77,0,5,6,8,9,2018,250,0
0,41.7,4.5,91.7,0,15,1022,39,7,1,5,23,10,2018,250,0
0,39.1,0,89.2,0,9,1030,81,1,1,21,11,2,2019,250,0
2,34.5,15.9,86.8,2,19,1021,82,3,5,10,29,8,2018,250,0
3,41.7,61.8,81.6,2,20,1021,72,2,3,16,25,9,2019,250,0
2,46.6,12.5,76,0,13,1019,93,2,6,6,23,9,2019,250,0
0,42.3,0,74.6,0,6,1020,93,2,1,3,26,1,2019,700,0
2,32.4,21.6,83.9,2,13,1026,82,6,5,11,5,12,2018,250,0
1,43,17.9,88.8,2,24,1014,42,3,1,12,7,9,2018,250,0
4,42.8,127.5,82,2,17,1014,72,2,1,9,19,10,2018,250,0
2,35.2,17.3,82,2,21,1018,88,5,6,13,29,4,2019,250,0
1,42.3,4.7,63.6,0,14,1016,100,1,4,3,20,6,2019,250,0
0,44.9,0,84.6,0,14,1012,100,0,1,6,27,8,2018,250,0
0,36.5,1.3,69.3,0,14,1014,93,3,4,2,16,5,2019,250,0
2,34.2,20.1,101.1,2,13,1023,71,5,3,13,8,2,2019,250,0
2,34.3,23.1,73.7,2,17,1019,88,1,4,9,21,6,2019,700,0
1,35.9,10.6,86.6,2,15,1021,67,8,4,13,28,11,2018,250,0
4,43.3,62.8,72.1,2,17,1018,82,4,4,17,10,5,2019,250,0
0,40.7,1.9,83.8,0,14,1016,77,3,1,21,15,11,2018,250,0
1,41.9,19.6,77.2,2,20,1020,77,2,1,13,16,9,2018,250,0
2,34.8,17,88.4,2,18,1020,100,1,1,10,13,9,2018,250,0
0,40.4,1.5,83.2,2,11,1016,62,7,1,8,27,10,2018,250,0
0,46.7,0,87.6,0,15,1015,100,1,1,6,15,8,2018,250,0
1,40.8,3.1,74,2,12,1012,87,1,5,10,25,11,2018,250,0
0,36.7,0,77.5,2,11,1023,66,5,3,11,27,1,2019,250,0
0,44,0,85.5,0,11,1011,76,3,1,4,9,10,2018,700,0
2,41.9,23.4,76.1,2,24,1017,78,2,3,13,30,9,2019,250,0
1,41.9,17.7,86.5,0,16,1017,93,4,6,2,6,7,2019,250,0
3,42.8,54.2,85.7,2,19,1017,88,2,3,17,14,9,2018,250,0
0,44.9,0,84.6,0,10,1004,71,1,1,5,10,10,2018,700,0
4,43.6,66.2,72.5,2,10,1022,93,2,4,8,12,12,2018,250,0
3,38.9,66.3,77.5,2,16,1012,72,5,6,14,18,4,2019,250,0
1,34.6,13.8,87.4,2,27,1015,54,2,1,17,5,8,2018,250,0
2,38.3,18.8,83.5,2,12,1026,93,2,4,14,7,2,2019,250,0
3,42.8,20.2,89.6,2,21,1019,88,3,4,19,30,7,2018,250,0
1,39.2,11.4,76.8,0,17,1021,93,0,6,22,20,9,2018,700,0
0,38.1,1.5,63.4,0,13,1015,93,2,3,23,8,5,2019,250,0
0,48.1,0,67.9,0,16,1016,100,0,4,5,27,6,2019,250,0
0,43,0,85.8,0,13,1022,93,2,1,1,10,8,2018,250,0
3,33.6,116.1,81.5,0,9,1032,100,1,1,21,8,12,2018,250,0
0,44.4,0,87.7,0,10,1019,87,3,4,1,5,3,2019,250,0
4,41.4,60.2,74,2,7,1024,87,4,3,9,27,11,2018,250,0
2,37.1,28.2,90.2,2,22,1017,73,4,5,16,28,7,2018,250,0
0,37.4,0,92.5,0,12,1026,71,1,1,0,26,2,2019,250,0
2,34,55.3,97.3,0,13,1021,71,0,1,19,16,2,2019,250,0
4,42.3,98.2,82.3,1,15,1011,58,2,1,7,9,10,2018,250,0
2,38.8,17.5,72.4,2,15,1014,87,5,6,13,8,5,2019,250,0
0,41.8,0,74.4,0,7,1018,93,4,6,4,19,1,2019,250,0
0,43.6,0,90.9,0,17,1020,88,2,1,23,21,10,2018,250,0
1,45,5,71.3,2,18,1017,88,1,6,10,1,9,2019,250,0
0,43.1,0,90.8,2,22,1016,69,1,1,8,5,8,2018,250,0
1,40,17.2,91.1,2,14,1016,50,6,5,12,27,10,2018,250,0
3,34.8,60.1,76.3,0,8,1032,100,0,1,22,8,12,2018,700,0
1,42.4,2.9,63.1,0,16,1016,93,4,3,2,29,6,2019,300,0
2,46.8,10,69.6,0,11,1019,100,4,4,7,29,1,2019,250,0
1,35.4,26,98.1,0,18,1013,93,2,3,23,3,7,2019,250,0
0,42.1,0,83.9,0,12,1020,100,2,3,5,26,9,2019,250,0
1,37.5,9.8,68,0,14,1021,100,0,6,2,11,5,2019,250,0
2,33.6,23.4,89.8,2,11,1021,62,1,1,12,19,2,2019,250,0
0,38.9,3,91.1,0,11,1024,93,3,4,4,3,3,2019,250,0
3,42.3,32,71,2,14,1016,71,6,6,19,17,5,2019,250,0
0,41.8,0,73.8,0,13,1011,71,2,2,3,1,4,2019,250,0
0,44.1,4.1,71,0,14,1029,93,1,4,2,6,12,2018,250,0
2,35.1,37.7,78.4,2,15,1028,58,3,3,16,26,4,2019,250,0
1,36.9,11.8,91,2,12,1022,87,0,1,7,10,8,2018,250,0
1,33.9,23,112,2,16,1024,63,4,1,13,21,2,2019,700,0
3,34.3,109.9,94.6,2,19,1018,88,3,4,16,12,8,2018,700,0
0,48.1,0,86.3,0,20,1024,83,1,1,1,27,9,2018,250,0
1,39.2,12.6,87.1,2,19,1011,82,5,3,13,11,10,2018,250,0
0,36.6,0,103.7,0,14,1028,67,4,1,23,22,2,2019,700,0
1,42.3,7.1,88.5,0,16,1016,93,3,6,20,17,9,2018,250,0
0,40.7,4.3,93.4,2,13,1015,93,1,1,8,26,8,2018,250,0
0,41.1,7.1,94,2,14,1024,87,1,4,10,3,11,2018,250,0
2,37.1,30.9,90.7,2,23,1013,57,2,1,19,1,8,2018,900,0
2,34.8,52.5,93.4,2,22,1014,60,5,1,11,13,10,2018,250,0
3,41.5,143.3,81.4,2,18,1016,93,1,4,17,19,9,2019,700,0
2,31.4,30.3,95.8,2,17,1030,42,5,1,11,25,2,2019,250,0
2,37.7,26.7,89.8,2,20,1023,73,2,1,11,22,9,2018,700,0
2,37.6,23.8,93.1,2,22,1022,73,3,1,12,12,9,2018,250,0
2,40.4,66.5,87.4,2,20,1018,68,8,4,10,12,10,2018,250,0
1,41.5,5.3,67.5,2,8,1021,87,2,1,11,26,1,2019,250,0
0,38,6.2,73.7,2,14,1020,87,6,4,13,12,12,2018,250,0
3,44.6,136.5,88.8,2,22,1018,68,8,4,14,12,10,2018,250,0
1,39.2,2.8,89.7,0,9,1023,81,3,1,22,20,2,2019,700,0
1,35.5,6.8,87.3,2,14,1019,87,2,5,12,1,11,2018,900,0
2,44.9,6.9,67.9,0,6,1023,93,2,4,7,22,1,2019,250,0
2,35.6,46.5,80.5,2,19,1015,56,5,6,14,19,4,2019,250,0
1,36.4,16.1,85.1,2,11,1031,43,1,1,13,4,2,2019,250,0
2,45.7,5.6,87.1,0,9,1024,62,5,1,6,26,2,2019,250,0
4,43.5,141.7,72.3,2,17,1022,67,3,3,18,7,6,2019,250,0
1,37.7,12.2,89.8,2,17,1017,82,1,1,9,31,8,2018,250,0
2,38.8,47.5,86.3,2,27,1017,50,5,6,16,15,9,2019,250,0
1,39.8,19.7,89.6,2,22,1016,64,3,1,12,1,8,2018,900,0
2,37.1,30.5,90.2,2,20,1020,88,4,4,10,31,7,2018,250,0
2,38.5,22.4,86.8,0,18,1020,93,3,6,1,10,8,2019,250,0
0,41.9,0,76,0,12,1030,93,1,4,2,7,12,2018,250,0
2,33.9,24.9,92.3,2,13,1008,76,6,3,12,21,11,2018,700,0
3,38.6,39.6,90.7,2,26,1016,45,4,1,15,31,8,2018,250,0
0,39.3,0,89.2,0,17,1014,100,2,4,2,8,7,2019,700,0
1,37.5,21.3,93.5,2,21,1015,88,3,4,13,25,7,2018,250,0
1,44.9,18.1,88.8,0,17,1018,93,1,5,23,8,9,2018,250,0
0,41.2,0,86.9,0,15,1023,55,1,1,22,26,2,2019,250,0
2,36.3,31.3,79.5,2,17,1014,72,4,6,12,4,6,2019,250,0
3,40.8,64.3,84.4,0,10,1004,93,0,5,20,30,10,2018,250,0
3,37.4,51.6,76.9,2,14,1013,87,7,4,11,9,5,2019,250,0
0,44.8,0,84.7,0,16,1012,93,0,5,4,4,9,2018,250,0
2,41.3,30.5,81.9,2,18,1019,88,3,1,15,16,9,2018,250,0
0,37.3,1.4,66.3,0,13,1023,93,6,4,2,2,12,2018,900,0
2,40,33.5,88.3,2,23,1018,61,3,1,17,24,8,2018,250,0
0,37.4,1.9,89.8,0,14,1018,82,1,1,22,4,10,2018,250,0
0,41.5,0,88.8,0,10,1029,81,0,1,0,25,2,2019,250,0
3,40.9,96.4,93.8,0,18,1026,55,4,1,19,22,2,2019,700,0
2,36.4,17.8,72.9,2,15,1018,93,2,6,7,21,6,2019,700,0
2,34.5,27,85.4,2,20,1011,52,2,2,14,31,3,2019,250,0
0,50.2,0,89.9,0,11,1017,100,0,1,6,6,10,2018,250,0
3,40.8,55.7,87.2,1,20,1022,77,5,1,18,22,9,2018,700,0
2,36.9,30,76.4,2,17,1014,59,4,2,11,1,4,2019,900,0
1,33.9,8.3,70.3,2,18,1017,88,3,6,19,20,6,2019,700,0
2,38.1,24.2,76.4,2,15,1012,87,7,4,12,9,5,2019,250,0
4,42.7,147.1,76.9,2,14,1012,93,4,4,8,8,5,2019,250,0
0,45.6,1.4,86.2,0,19,1018,38,3,1,3,26,9,2018,250,0
2,46.8,14.1,80.8,0,7,1023,87,4,1,4,16,2,2019,250,0
1,34.4,9.3,77.6,2,17,1017,77,6,4,12,10,5,2019,250,0
3,40.2,65.3,88,2,20,1021,56,5,5,10,9,8,2018,250,0
0,42,0,75.9,0,7,1024,100,3,3,4,1,12,2018,250,0
0,40.7,3,77.9,0,18,1021,93,3,5,21,19,9,2018,250,0
0,34.8,2.4,88.4,2,14,1018,87,1,1,9,6,10,2018,250,0
0,42.4,2.5,81.2,0,16,1022,77,2,1,20,24,10,2018,250,0
0,43.5,2.5,86,0,15,1018,100,1,4,0,29,9,2018,250,0
0,46.6,0,84.8,0,13,1011,82,4,3,6,6,11,2018,250,0
3,40,102.8,84.5,2,21,1017,88,5,3,13,9,8,2019,700,0
0,38.9,0,93,0,11,1024,93,4,4,5,3,3,2019,250,0
1,42,5.8,83.1,2,17,1018,77,3,4,8,29,7,2018,250,0
4,44,44.5,85.5,2,15,1020,77,1,1,7,26,9,2018,250,0
2,36.2,30.4,88.9,2,12,1021,58,1,1,13,19,2,2019,250,0
0,44.9,0.7,84.6,0,13,1019,51,1,1,3,4,10,2018,250,0
3,32.9,54.9,98.6,2,13,1025,76,2,4,17,7,2,2019,250,0
1,38.6,5.6,75.9,0,22,1017,77,2,6,20,15,9,2019,250,0
1,49.2,1.5,66.2,0,11,1015,76,7,3,3,20,1,2019,700,0
1,38.2,10.8,88.9,2,17,1019,68,4,1,10,6,10,2018,250,0
2,40.8,23.2,82.4,2,22,1019,64,3,1,14,24,8,2018,250,0
1,48.4,7.5,80.1,0,18,1012,100,3,6,1,26,8,2019,250,0
0,42,0,74.1,0,13,1013,72,5,1,5,15,11,2018,250,0
4,44.5,157,68,2,18,1018,93,2,4,9,3,6,2019,300,0
2,44,15.3,85.5,2,27,1015,35,6,1,10,1,9,2018,250,0
1,46.8,1.1,84.8,0,7,1022,81,4,1,4,21,2,2019,250,0
0,38.7,0.8,71.3,0,16,1018,52,3,2,2,20,4,2019,700,0
0,38.5,3.3,59,0,11,1017,76,3,3,1,18,5,2019,250,0
1,33.1,12.8,87.6,2,19,1015,64,3,1,12,15,11,2018,250,0
3,42,30.3,87.4,2,24,1013,47,3,5,15,7,9,2018,700,0
0,34.3,9.3,76.8,0,10,1021,93,0,2,23,11,4,2019,250,0
2,44.5,30.2,87,1,25,1019,44,4,1,18,24,9,2018,250,0
0,46.1,7.7,85.5,0,17,1015,77,7,1,2,12,10,2018,250,0
0,44.5,0,85,0,5,1013,80,0,1,5,29,10,2018,700,0
4,44.4,147.5,68.7,2,20,1016,82,3,6,18,3,6,2019,300,0
2,36,37.1,90.5,2,23,1021,64,6,1,15,19,9,2018,250,0
2,31.6,31.6,100.4,2,15,1029,72,2,5,17,27,2,2019,250,0
1,44.7,10.7,89.7,0,15,1013,77,4,1,21,16,11,2018,700,0
3,39.8,112,91.5,2,20,1021,64,6,5,12,9,8,2018,700,0
1,41.4,4.5,87.3,0,22,1016,53,2,1,21,19,8,2018,250,0
4,44,84.3,86.9,2,20,1021,64,7,1,17,9,8,2018,250,0
2,36.1,25.9,89,2,11,1030,50,4,1,11,12,2,2019,250,0
1,39.3,6.9,84.4,0,20,1024,88,3,1,20,27,9,2018,250,0
1,36.6,5.9,72.5,2,15,1016,67,5,6,19,18,5,2019,250,0
2,35.1,58.1,78.3,2,24,1015,44,5,2,15,20,4,2019,700,0
3,42.3,43,82.3,2,20,1004,68,5,1,17,10,10,2018,700,0
2,39.6,32,90.1,2,22,1011,43,5,1,11,9,10,2018,250,0
0,43.5,0,87.9,0,16,1016,100,1,4,4,18,9,2018,250,0
1,37.4,15.2,89.8,0,17,1013,45,3,1,19,8,10,2018,250,0
3,40.5,52.9,88,2,26.5,1014,54,2,1,9,2,8,2018,900,0
1,37.5,16.7,85.7,1,19,1014,82,3,5,19,5,9,2018,250,0
3,39.1,60.7,84.9,2,13,1025,58,4,1,10,14,2,2019,250,0
0,46.9,0,82.2,0,7,1012,75,5,5,4,2,2,2019,700,0
1,39.4,13.3,84,2,14,1018,82,5,3,14,24,1,2019,250,0
3,38.8,125.1,94.7,0,17,1022,58,3,1,19,14,2,2019,700,0
1,42.9,10.4,79.6,2,19,1021,73,4,5,12,29,8,2018,250,0
0,37.8,1.5,65.4,0,17,1020,100,0,4,0,1,7,2019,250,0
0,41.7,0,87.8,0,15,1017,93,2,1,5,13,8,2018,250,0
2,37.6,41.3,89.9,2,16,1014,72,3,5,17,14,10,2018,250,0
0,41.9,1.1,86.6,2,8,1016,93,0,1,7,5,10,2018,250,0
0,40.6,1.1,87.6,0,21,1019,94,2,4,21,30,7,2018,250,0
3,41.3,48.3,71.9,2,13,1011,77,8,4,9,6,6,2019,250,0
0,38.4,1.9,83.9,0,20,1016,60,3,1,2,20,10,2018,700,0
1,34.7,9.7,93.6,0,15,1013,87,7,4,19,17,10,2018,250,0
2,39.6,54.1,90.2,2,24,1015,64,3,5,17,15,8,2018,250,0
0,47,0,70.8,0,14,1017,87,5,6,4,7,5,2019,250,0
1,42.1,6.3,87,0,23,1014,61,1,1,23,2,8,2018,700,0
3,41.7,32.2,87.4,2,21,1016,82,4,5,17,24,7,2018,250,0
1,36.4,7.6,62.8,0,14,1017,76,1,6,21,5,6,2019,250,0
0,35.2,13.1,86.4,2,18,1015,93,1,4,6,14,7,2019,250,0
2,44,10.7,87,2,16,1013,72,2,1,7,7,9,2018,250,0
